,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
1731,2025-06-29,3115.8481856335015,2882.894150938756,3312.936070992668,2911.8964626356014,3322.0367985231915,-21.736863912469868,-21.736863912469868,-21.736863912469868,-17.188509049317478,-17.188509049317478,-17.188509049317478,-4.548354863152392,-4.548354863152392,-4.548354863152392,0.0,0.0,0.0,3094.111321721032
1732,2025-06-30,3117.757828570426,2908.381007882772,3351.5665986211943,2911.9655564763834,3325.420050896126,0.12216369691052069,0.12216369691052069,0.12216369691052069,4.979967202853537,4.979967202853537,4.979967202853537,-4.857803505943016,-4.857803505943016,-4.857803505943016,0.0,0.0,0.0,3117.8799922673365
1733,2025-07-01,3119.6674715073495,2902.042434247402,3339.2635034490354,2912.1339775947463,3328.701470294215,1.820727213877995,1.820727213877995,1.820727213877995,6.96754861794881,6.96754861794881,6.96754861794881,-5.146821404070815,-5.146821404070815,-5.146821404070815,0.0,0.0,0.0,3121.4881987212275
1734,2025-07-02,3121.5771144442733,2914.5778999539953,3345.108707053503,2912.330489154547,3332.439877167437,1.498941196132674,1.498941196132674,1.498941196132674,6.903937576463616,6.903937576463616,6.903937576463616,-5.404996380330942,-5.404996380330942,-5.404996380330942,0.0,0.0,0.0,3123.076055640406
1735,2025-07-03,3123.486757381196,2908.1857763560006,3356.060212244015,2912.539708453699,3335.5962842960716,2.062255964158253,2.062255964158253,2.062255964158253,7.682202333001746,7.682202333001746,7.682202333001746,-5.619946368843493,-5.619946368843493,-5.619946368843493,0.0,0.0,0.0,3125.5490133453545
1736,2025-07-04,3125.396400318121,2907.0002299201446,3357.5602360801463,2913.1555335163903,3338.973954854831,2.065717299668079,2.065717299668079,2.065717299668079,7.843374102518725,7.843374102518725,7.843374102518725,-5.777656802850647,-5.777656802850647,-5.777656802850647,0.0,0.0,0.0,3127.462117617789
1737,2025-07-05,3127.3060432550446,2875.6633441563627,3341.8310933067337,2913.591822109028,3343.1870863967247,-23.051406628856526,-23.051406628856526,-23.051406628856526,-17.188520783458344,-17.188520783458344,-17.188520783458344,-5.862885845398184,-5.862885845398184,-5.862885845398184,0.0,0.0,0.0,3104.254636626188
1738,2025-07-06,3129.2156861919675,2895.1149678259726,3349.383834083409,2913.932549413843,3347.03816756697,-23.04813410669049,-23.04813410669049,-23.04813410669049,-17.188509049330257,-17.188509049330257,-17.188509049330257,-5.859625057360232,-5.859625057360232,-5.859625057360232,0.0,0.0,0.0,3106.167552085277
1739,2025-07-07,3131.1253291288913,2908.1107372665256,3362.0600510342415,2914.274161494683,3351.159101842122,-0.771634154882197,-0.771634154882197,-0.771634154882197,4.97996720287054,4.97996720287054,4.97996720287054,-5.751601357752738,-5.751601357752738,-5.751601357752738,0.0,0.0,0.0,3130.353694974009
1740,2025-07-08,3133.034972065816,2895.1447945945333,3368.6209514380093,2915.5574406670903,3355.621073876452,1.444743792225542,1.444743792225542,1.444743792225542,6.96754861793018,6.96754861793018,6.96754861793018,-5.522804825704637,-5.522804825704637,-5.522804825704637,0.0,0.0,0.0,3134.4797158580413
1741,2025-07-09,3134.9446150027393,2905.2298287549556,3364.7212241421225,2915.8185100879696,3358.8952922144745,1.745911517920116,1.745911517920116,1.745911517920116,6.9039375764609465,6.9039375764609465,6.9039375764609465,-5.15802605854083,-5.15802605854083,-5.15802605854083,0.0,0.0,0.0,3136.690526520659
1742,2025-07-10,3136.8542579396626,2914.686660553905,3386.694007261317,2916.079579508849,3361.8598119000576,3.038815874049136,3.038815874049136,3.038815874049136,7.682202333002745,7.682202333002745,7.682202333002745,-4.64338645895361,-4.64338645895361,-4.64338645895361,0.0,0.0,0.0,3139.893073813712
1743,2025-07-11,3138.763900876586,2907.7332030576144,3371.840156794186,2916.252340317072,3365.0329643915293,3.8765291174439644,3.8765291174439644,3.8765291174439644,7.843374102502951,7.843374102502951,7.843374102502951,-3.9668449850589864,-3.9668449850589864,-3.9668449850589864,0.0,0.0,0.0,3142.64042999403
1744,2025-07-12,3140.6735438135106,2891.6147613429425,3357.381375130928,2916.5110509128613,3368.6026932248083,-20.30718633549339,-20.30718633549339,-20.30718633549339,-17.188520783413814,-17.188520783413814,-17.188520783413814,-3.1186655520795767,-3.1186655520795767,-3.1186655520795767,0.0,0.0,0.0,3120.366357478017
1745,2025-07-13,3142.5831867504344,2903.6754488246206,3358.9923755136897,2916.0283589255628,3372.069101012254,-19.28033945314618,-19.28033945314618,-19.28033945314618,-17.188509049367116,-17.188509049367116,-17.188509049367116,-2.0918304037790643,-2.0918304037790643,-2.0918304037790643,0.0,0.0,0.0,3123.3028472972883
1746,2025-07-14,3144.4928296873572,2928.0510116846353,3404.99252815886,2916.072381254516,3375.3676930958036,4.097580864104304,4.097580864104304,4.097580864104304,4.979967202887544,4.979967202887544,4.979967202887544,-0.8823863387832399,-0.8823863387832399,-0.8823863387832399,0.0,0.0,0.0,3148.5904105514614
1747,2025-07-15,3146.402472624281,2917.131273123086,3403.8166544864416,2916.2122777686473,3378.5672566339285,7.47783598340898,7.47783598340898,7.47783598340898,6.967548617935643,6.967548617935643,6.967548617935643,0.5102873654733363,0.5102873654733363,0.5102873654733363,0.0,0.0,0.0,3153.88030860769
1748,2025-07-16,3148.3121155612057,2922.999907165269,3405.5533106224098,2914.79673505437,3381.73097396039,8.987235776676258,8.987235776676258,8.987235776676258,6.903937576462286,6.903937576462286,6.903937576462286,2.0832982002139713,2.0832982002139713,2.0832982002139713,0.0,0.0,0.0,3157.299351337882
1749,2025-07-17,3150.2217584981286,2920.0604144705853,3421.9230120669426,2913.4738082842778,3384.89469128685,11.512355496017982,11.512355496017982,11.512355496017982,7.6822023329825555,7.6822023329825555,7.6822023329825555,3.8301531630354253,3.8301531630354253,3.8301531630354253,0.0,0.0,0.0,3161.7341139941464
1750,2025-07-18,3152.131401435052,2917.428412393865,3424.102027934211,2913.850237247186,3388.0346473489053,13.584142671399533,13.584142671399533,13.584142671399533,7.843374102487173,7.843374102487173,7.843374102487173,5.740768568912359,5.740768568912359,5.740768568912359,0.0,0.0,0.0,3165.7155441064515
1751,2025-07-19,3154.0410443719757,2901.607065741777,3396.2548796430733,2914.405916760135,3391.1526736108895,-9.386943106034787,-9.386943106034787,-9.386943106034787,-17.18852078340462,-17.18852078340462,-17.18852078340462,7.801577677369834,7.801577677369834,7.801577677369834,0.0,0.0,0.0,3144.654101265941
1752,2025-07-20,3155.9506873089003,2913.6177299136843,3397.209954523521,2915.0231172058925,3394.301773132099,-7.192775030428342,-7.192775030428342,-7.192775030428342,-17.1885090493799,-17.1885090493799,-17.1885090493799,9.995734018951556,9.995734018951556,9.995734018951556,0.0,0.0,0.0,3148.757912278472
1753,2025-07-21,3157.860330245823,2935.019716775061,3429.3238826402694,2915.7316053503305,3397.321271260468,17.283372710984167,17.283372710984167,17.283372710984167,4.9799672028868525,4.9799672028868525,4.9799672028868525,12.303405508097315,12.303405508097315,12.303405508097315,0.0,0.0,0.0,3175.1437029568074
1754,2025-07-22,3159.769973182747,2931.6895790595745,3440.9128949000337,2917.229107379746,3400.340769388839,21.669700398448676,21.669700398448676,21.669700398448676,6.967548617929057,6.967548617929057,6.967548617929057,14.702151780519614,14.702151780519614,14.702151780519614,0.0,0.0,0.0,3181.4396735811956
1755,2025-07-23,3161.6796161196703,2938.878136545096,3453.12760458502,2918.941483508522,3405.0420259732987,24.07131234433812,24.07131234433812,24.07131234433812,6.903937576457268,6.903937576457268,6.903937576457268,17.167374767880855,17.167374767880855,17.167374767880855,0.0,0.0,0.0,3185.750928464008
1756,2025-07-24,3163.5892590565945,2942.380922443833,3454.473891756617,2919.211549995769,3408.445158089156,27.355032724656894,27.355032724656894,27.355032724656894,7.682202332983555,7.682202332983555,7.682202332983555,19.672830391673337,19.672830391673337,19.672830391673337,0.0,0.0,0.0,3190.944291781251
1757,2025-07-25,3165.4989019935183,2936.6345547185633,3450.560223790242,2919.481616483015,3412.2298934843507,30.034561586162457,30.034561586162457,30.034561586162457,7.8433741024713965,7.8433741024713965,7.8433741024713965,22.191187483691063,22.191187483691063,22.191187483691063,0.0,0.0,0.0,3195.5334635796808
1758,2025-07-26,3167.4085449304416,2908.156551061897,3445.16205244456,2919.7516829702613,3415.7726474550363,7.50609788914785,7.50609788914785,7.50609788914785,-17.18852078343154,-17.18852078343154,-17.18852078343154,24.694618672579388,24.694618672579388,24.694618672579388,0.0,0.0,0.0,3174.9146428195895
1759,2025-07-27,3169.3181878673654,2922.741224587983,3451.478661179642,2919.3445814378338,3420.7337334568747,9.96689800495665,9.96689800495665,9.96689800495665,-17.188509049352994,-17.188509049352994,-17.188509049352994,27.155407054309645,27.155407054309645,27.155407054309645,0.0,0.0,0.0,3179.2850858723223
1760,2025-07-28,3171.2278308042896,2942.542111502889,3478.3486691383114,2919.960720771943,3425.1112535237794,34.526519216362516,34.526519216362516,34.526519216362516,4.979967202832395,4.979967202832395,4.979967202832395,29.54655201353012,29.54655201353012,29.54655201353012,0.0,0.0,0.0,3205.754350020652
1761,2025-07-29,3173.137473741213,2946.242456312048,3488.81647019954,2920.4493133017113,3428.8630056149177,38.8099062127887,38.8099062127887,38.8099062127887,6.967548617922474,6.967548617922474,6.967548617922474,31.842357594866225,31.842357594866225,31.842357594866225,0.0,0.0,0.0,3211.9473799540015
1762,2025-07-30,3175.0471166781367,2952.7332535006094,3486.401859463332,2920.2393906054845,3432.5966904522684,40.92292491240534,40.92292491240534,40.92292491240534,6.903937576466626,6.903937576466626,6.903937576466626,34.01898733593872,34.01898733593872,34.01898733593872,0.0,0.0,0.0,3215.970041590542
1763,2025-07-31,3176.95675961506,2961.119055109201,3501.200111918396,2918.7399074020705,3436.3073438732044,43.737172782664324,43.737172782664324,43.737172782664324,7.682202332994196,7.682202332994196,7.682202332994196,36.05497044967012,36.05497044967012,36.05497044967012,0.0,0.0,0.0,3220.6939323977244
1764,2025-08-01,3178.8664025519843,2960.082188717821,3500.9147153150284,2917.0225522745213,3439.6127846106087,45.775019755563356,45.775019755563356,45.775019755563356,7.84337410246832,7.84337410246832,7.84337410246832,37.93164565309504,37.93164565309504,37.93164565309504,0.0,0.0,0.0,3224.6414223075476
1765,2025-08-02,3180.776045488908,2934.0778448865844,3476.1776184488776,2919.298757576593,3443.305543855088,22.445009956893244,22.445009956893244,22.445009956893244,-17.188520783440403,-17.188520783440403,-17.188520783440403,39.63353074033365,39.63353074033365,39.63353074033365,0.0,0.0,0.0,3203.221055445801
1766,2025-08-03,3182.6856884258314,2945.0699004668936,3483.4214772917862,2921.2100045822845,3447.6217660706056,23.9600990855079,23.9600990855079,23.9600990855079,-17.188509049326093,-17.188509049326093,-17.188509049326093,41.14860813483399,41.14860813483399,41.14860813483399,0.0,0.0,0.0,3206.645787511339
